owner,repo,repository,type,number,title,html_url
ros2,rclcpp,ros2/rclcpp,pull_request,920.0,"issue-919 Fixed ""memory leak"" in action clients",https://github.com/ros2/rclcpp/pull/920
ros2,rclcpp,ros2/rclcpp,pull_request,760.0,Patch release 1 backport,https://github.com/ros2/rclcpp/pull/760
ros2,rclcpp,ros2/rclcpp,pull_request,719.0,Fix heap-use-after-free and memory leaks reported from test_node.cpp,https://github.com/ros2/rclcpp/pull/719
ros2,rclcpp,ros2/rclcpp,pull_request,657.0,fix wait for service memory leak,https://github.com/ros2/rclcpp/pull/657
ros2,rclcpp,ros2/rclcpp,pull_request,656.0,fix wait for service memory leak bug,https://github.com/ros2/rclcpp/pull/656
ros2,rclcpp,ros2/rclcpp,pull_request,608.0,Resolve startup race condition for sim time,https://github.com/ros2/rclcpp/pull/608
ros2,rclcpp,ros2/rclcpp,pull_request,467.0,Fix memory leak in node_base,https://github.com/ros2/rclcpp/pull/467
ros2,rclcpp,ros2/rclcpp,pull_request,406.0,Resolve erase race condition.,https://github.com/ros2/rclcpp/pull/406
ros2,rclcpp,ros2/rclcpp,pull_request,56.0,"Add ""MemoryStrategy"" to Executor with dep. injection",https://github.com/ros2/rclcpp/pull/56
ros2,rclcpp,ros2/rclcpp,issue,216.0,Massive memory leak in AsyncParameterClient with FastRTPS,https://github.com/ros2/rclcpp/issues/216
ros2,rclcpp,ros2/rclcpp,issue,225.0,Race condition on signal guard condition,https://github.com/ros2/rclcpp/issues/225
ros2,rclcpp,ros2/rclcpp,issue,812.0,Race condition when shutting down contexts (or ctrl+c),https://github.com/ros2/rclcpp/issues/812
ros2,rclcpp,ros2/rclcpp,issue,1007.0,Race condition in MultiThreadedExecutor with intra_process communication resulting in dequeuing ring buffer before enqueuing,https://github.com/ros2/rclcpp/issues/1007
ros2,rclcpp,ros2/rclcpp,issue,1071.0,Dashing patch 6 / Ubuntu 18.04 Latching issue,https://github.com/ros2/rclcpp/issues/1071
ros2,rclcpp,ros2/rclcpp,issue,1288.0,foonathan memory leak reported,https://github.com/ros2/rclcpp/issues/1288
ros2,rclcpp,ros2/rclcpp,issue,1295.0,Client/Service might be memory leak,https://github.com/ros2/rclcpp/issues/1295
ros2,rclcpp,ros2/rclcpp,issue,1299.0,rclcpp memory leak check via valgrind,https://github.com/ros2/rclcpp/issues/1299
ros2,rclcpp,ros2/rclcpp,issue,1300.0,memory leak because SubscriptionTopicStatistics not destroyed,https://github.com/ros2/rclcpp/issues/1300
ros2,rclcpp,ros2/rclcpp,issue,1638.0,Possible memory leak in spin_some(),https://github.com/ros2/rclcpp/issues/1638
ros2,rclcpp,ros2/rclcpp,issue,1697.0,Calling a dead service causes a memory leak on the client side,https://github.com/ros2/rclcpp/issues/1697
ros2,rclcpp,ros2/rclcpp,issue,1993.0,memory leak in rclcpp::parameter_map_from_yaml_file,https://github.com/ros2/rclcpp/issues/1993
ros2,rclcpp,ros2/rclcpp,issue,2068.0,Race condition in client async_send_request causing message loss,https://github.com/ros2/rclcpp/issues/2068
ros2,rclcpp,ros2/rclcpp,issue,2217.0,heap-use-after-free on time_source.cpp,https://github.com/ros2/rclcpp/issues/2217
ros2,rclpy,ros2/rclpy,pull_request,1568.0,Fix overflow caused by default spin timeout (backport #1563),https://github.com/ros2/rclpy/pull/1568
ros2,rclpy,ros2/rclpy,pull_request,1567.0,Fix overflow caused by default spin timeout (backport #1563),https://github.com/ros2/rclpy/pull/1567
ros2,rclpy,ros2/rclpy,pull_request,1563.0,Fix overflow caused by default spin timeout,https://github.com/ros2/rclpy/pull/1563
ros2,rclpy,ros2/rclpy,pull_request,1353.0,Fix the race condition while calling rcl_shutdown,https://github.com/ros2/rclpy/pull/1353
ros2,rclpy,ros2/rclpy,pull_request,1125.0,draft: avoid race condition in action client,https://github.com/ros2/rclpy/pull/1125
ros2,rclpy,ros2/rclpy,pull_request,975.0,Fix race condition between cleanup in executor shutdown and _wait_forâ€¦,https://github.com/ros2/rclpy/pull/975
ros2,rclpy,ros2/rclpy,pull_request,955.0,[Foxy] fix memory leak for get_(publishers|subscriptions)_info_by_topic.,https://github.com/ros2/rclpy/pull/955
ros2,rclpy,ros2/rclpy,pull_request,898.0,[Foxy] fix memory leak for serialization,https://github.com/ros2/rclpy/pull/898
ros2,rclpy,ros2/rclpy,pull_request,871.0,Fix multi-threaded race condition in client.call_async,https://github.com/ros2/rclpy/pull/871
ros2,rclpy,ros2/rclpy,pull_request,840.0,Fix memory leak. (backport #828),https://github.com/ros2/rclpy/pull/840
ros2,rclpy,ros2/rclpy,pull_request,839.0,Add entities to callback group before making them available to the executor to avoid a race condition,https://github.com/ros2/rclpy/pull/839
ros2,rclpy,ros2/rclpy,pull_request,838.0,Avoid race condition in client.call(),https://github.com/ros2/rclpy/pull/838
ros2,rclpy,ros2/rclpy,pull_request,828.0,Fix memory leak.,https://github.com/ros2/rclpy/pull/828
ros2,rclpy,ros2/rclpy,pull_request,646.0,[foxy] memory leak (#643),https://github.com/ros2/rclpy/pull/646
ros2,rclpy,ros2/rclpy,pull_request,645.0,memory leak (#643),https://github.com/ros2/rclpy/pull/645
ros2,rclpy,ros2/rclpy,pull_request,299.0,Crystal patch 4 changelogs,https://github.com/ros2/rclpy/pull/299
ros2,rclpy,ros2/rclpy,pull_request,208.0,Fast-forward bouncy to catchup with master for patch 1 release,https://github.com/ros2/rclpy/pull/208
ros2,rclpy,ros2/rclpy,pull_request,168.0,Sleep to workaround race condition in MultiThreadedExecutor test,https://github.com/ros2/rclpy/pull/168
ros2,rclpy,ros2/rclpy,pull_request,79.0,fixes memory leak in rclpy_publish,https://github.com/ros2/rclpy/pull/79
ros2,rclpy,ros2/rclpy,issue,213.0,Memory leak when publishing complicated message,https://github.com/ros2/rclpy/issues/213
ros2,rclpy,ros2/rclpy,issue,528.0,Add a way to validate a security context name,https://github.com/ros2/rclpy/issues/528
ros2,rclpy,ros2/rclpy,issue,529.0,Add a way to introspect security context names,https://github.com/ros2/rclpy/issues/529
ros2,rclpy,ros2/rclpy,issue,643.0,Memory leak on rclpy subscriber,https://github.com/ros2/rclpy/issues/643
ros2,rclpy,ros2/rclpy,issue,822.0,Memory leak in client when using python wrapper to send request to service,https://github.com/ros2/rclpy/issues/822
ros2,rclpy,ros2/rclpy,issue,833.0,Memory leak in Subscription when using zero-copy with rmw_cyclonedds,https://github.com/ros2/rclpy/issues/833
ros2,rclpy,ros2/rclpy,issue,870.0,MultiThreadedExecutor race condition in client.call_async,https://github.com/ros2/rclpy/issues/870
ros2,rclpy,ros2/rclpy,issue,878.0,Race condition in Action Client service calls,https://github.com/ros2/rclpy/issues/878
ros2,rclpy,ros2/rclpy,issue,897.0,[Foxy] Memory leak in rclpy.serialization.serialize_message(),https://github.com/ros2/rclpy/issues/897
ros2,rclpy,ros2/rclpy,issue,968.0,Race condition between cleanup in executor shutdown and _wait_for_ready_callbacks.,https://github.com/ros2/rclpy/issues/968
ros2,rclpy,ros2/rclpy,issue,1034.0,memory leak,https://github.com/ros2/rclpy/issues/1034
ros2,rclpy,ros2/rclpy,issue,1123.0,Race condition in `ActionClient.*_async` functions which result in a future that never complete,https://github.com/ros2/rclpy/issues/1123
ros2,rclpy,ros2/rclpy,issue,1300.0,Memory leak in ActionServer. ```taken_data = self._handle.take_goal_request```,https://github.com/ros2/rclpy/issues/1300
ros2,rclpy,ros2/rclpy,issue,1371.0,"[Memory leak]: rclpy.spin_until_future_complete(action_client, future) causing program to grow in memory",https://github.com/ros2/rclpy/issues/1371
ros2,rclpy,ros2/rclpy,issue,1393.0,Race condition in `MultiThreadedExecutor`,https://github.com/ros2/rclpy/issues/1393
ros2,rclpy,ros2/rclpy,issue,1485.0,Race condition in rclpy.Timer,https://github.com/ros2/rclpy/issues/1485
ros2,rclpy,ros2/rclpy,issue,1589.0,Race condition in `ActionClient` construction,https://github.com/ros2/rclpy/issues/1589
ros2,rcl_interfaces,ros2/rcl_interfaces,pull_request,106.0,QD Security Vulnerability Declaration: REP 2006,https://github.com/ros2/rcl_interfaces/pull/106
ros2,rcl_interfaces,ros2/rcl_interfaces,pull_request,66.0,[Crystal patch 3 backport] Add action with nested messages (#62),https://github.com/ros2/rcl_interfaces/pull/66
ros2,rcl_logging,ros2/rcl_logging,pull_request,103.0,Spdlog rotate patch,https://github.com/ros2/rcl_logging/pull/103
ros2,rcl_logging,ros2/rcl_logging,pull_request,49.0,Add fault injection unittest to increase coverage,https://github.com/ros2/rcl_logging/pull/49
ros2,rcl_logging,ros2/rcl_logging,pull_request,48.0,Add fault injection unittest to increase coverage,https://github.com/ros2/rcl_logging/pull/48
ros2,rcl_logging,ros2/rcl_logging,pull_request,39.0,QD Security Vulnerability Declaration: REP 2006,https://github.com/ros2/rcl_logging/pull/39
ros2,rcl_logging,ros2/rcl_logging,pull_request,9.0,Changing the default location for log files to be a local directory instead of /var/log/ros on linux due to permission issues.,https://github.com/ros2/rcl_logging/pull/9
ros2,rcpputils,ros2/rcpputils,pull_request,203.0,fix memory leak for remove_all(). (backport #201),https://github.com/ros2/rcpputils/pull/203
ros2,rcpputils,ros2/rcpputils,pull_request,202.0,fix memory leak for remove_all(). (backport #201),https://github.com/ros2/rcpputils/pull/202
ros2,rcpputils,ros2/rcpputils,pull_request,201.0,fix memory leak for remove_all().,https://github.com/ros2/rcpputils/pull/201
ros2,rcpputils,ros2/rcpputils,pull_request,176.0,Fix possible race condition in create_directories() (backport #162),https://github.com/ros2/rcpputils/pull/176
ros2,rcpputils,ros2/rcpputils,pull_request,162.0,Fix possible race condition in create_directories(),https://github.com/ros2/rcpputils/pull/162
ros2,rcpputils,ros2/rcpputils,pull_request,92.0,[WIP] Add mimick based patch() functionality.,https://github.com/ros2/rcpputils/pull/92
ros2,rcpputils,ros2/rcpputils,pull_request,72.0,Address memory leak in remove pointer test,https://github.com/ros2/rcpputils/pull/72
ros2,rcpputils,ros2/rcpputils,pull_request,65.0,QD Security Vulnerability Declaration: REP 2006,https://github.com/ros2/rcpputils/pull/65
ros2,rcutils,ros2/rcutils,pull_request,423.0,fix memory leak,https://github.com/ros2/rcutils/pull/423
ros2,rcutils,ros2/rcutils,pull_request,411.0,Fix memory leak in string_map.c in rcutils,https://github.com/ros2/rcutils/pull/411
ros2,rcutils,ros2/rcutils,pull_request,391.0,Fix memory leak when adding the same key to the logger hash map multiple times,https://github.com/ros2/rcutils/pull/391
ros2,rcutils,ros2/rcutils,pull_request,277.0,Add fault injection hooks to default allocator,https://github.com/ros2/rcutils/pull/277
ros2,rcutils,ros2/rcutils,pull_request,264.0,Fault injection macros and functionality (plus example),https://github.com/ros2/rcutils/pull/264
ros2,rcutils,ros2/rcutils,pull_request,255.0,QD Security Vulnerability Declaration: REP 2006,https://github.com/ros2/rcutils/pull/255
ros2,rcutils,ros2/rcutils,pull_request,195.0,Feature/add security directory,https://github.com/ros2/rcutils/pull/195
ros2,rcutils,ros2/rcutils,pull_request,109.0,Verify that the requested allocation size does not overflow.,https://github.com/ros2/rcutils/pull/109
ros2,rcutils,ros2/rcutils,pull_request,63.0,memory leak issues,https://github.com/ros2/rcutils/pull/63
ros2,rcutils,ros2/rcutils,pull_request,2.0,Add get_env and file permission utilities,https://github.com/ros2/rcutils/pull/2
ros2,rcutils,ros2/rcutils,issue,86.0,steady time overflow issue,https://github.com/ros2/rcutils/issues/86
ros2,rcutils,ros2/rcutils,issue,170.0,Potential buffer overflow,https://github.com/ros2/rcutils/issues/170
ros2,rcutils,ros2/rcutils,issue,254.0,Memory leak in shared_library.c rcutils_load_shared_library,https://github.com/ros2/rcutils/issues/254
ros2,realtime_support,ros2/realtime_support,pull_request,97.0,Fix standard deviation overflow(#95),https://github.com/ros2/realtime_support/pull/97
ros2,realtime_support,ros2/realtime_support,issue,95.0,Standard deviation value is wrong (overflow may happen),https://github.com/ros2/realtime_support/issues/95
ros2,rmw,ros2/rmw,pull_request,254.0,Add fault injection macros for use in other packages,https://github.com/ros2/rmw/pull/254
ros2,rmw,ros2/rmw,pull_request,230.0,QD Security Vulnerability Declaration: REP 2006,https://github.com/ros2/rmw/pull/230
ros2,rmw,ros2/rmw,pull_request,211.0,security-context -> enclave,https://github.com/ros2/rmw/pull/211
ros2,rmw,ros2/rmw,issue,174.0,Expose DDS Security Logging to topic or file,https://github.com/ros2/rmw/issues/174
ros2,rmw_connextdds,ros2/rmw_connextdds,pull_request,217.0,Remove deprecated security properties and use new ones,https://github.com/ros2/rmw_connextdds/pull/217
ros2,rmw_connextdds,ros2/rmw_connextdds,pull_request,174.0,Discovery race condition mitigation,https://github.com/ros2/rmw_connextdds/pull/174
ros2,rmw_connextdds,ros2/rmw_connextdds,pull_request,171.0,fix security certificate error message format.,https://github.com/ros2/rmw_connextdds/pull/171
ros2,rmw_connextdds,ros2/rmw_connextdds,pull_request,168.0,Debug/discovery race condition,https://github.com/ros2/rmw_connextdds/pull/168
ros2,rmw_connextdds,ros2/rmw_connextdds,pull_request,153.0,Mitigate discovery race condition between clients and services (v2) [ROS2-48],https://github.com/ros2/rmw_connextdds/pull/153
ros2,rmw_connextdds,ros2/rmw_connextdds,pull_request,147.0,"Revert ""Revert ""Mitigate discovery race condition between clents and services""""",https://github.com/ros2/rmw_connextdds/pull/147
ros2,rmw_connextdds,ros2/rmw_connextdds,pull_request,146.0,"Revert ""Mitigate discovery race condition between clents and services""",https://github.com/ros2/rmw_connextdds/pull/146
ros2,rmw_connextdds,ros2/rmw_connextdds,pull_request,132.0,Mitigate discovery race condition between clents and services,https://github.com/ros2/rmw_connextdds/pull/132
ros2,rmw_cyclonedds,ros2/rmw_cyclonedds,pull_request,278.0,Fix use-after-free in error handling bug,https://github.com/ros2/rmw_cyclonedds/pull/278
ros2,rmw_cyclonedds,ros2/rmw_cyclonedds,pull_request,225.0,Fix memory leak that type support not deleted.,https://github.com/ros2/rmw_cyclonedds/pull/225
ros2,rmw_cyclonedds,ros2/rmw_cyclonedds,pull_request,224.0,Fix memory leak that string not deleted.,https://github.com/ros2/rmw_cyclonedds/pull/224
ros2,rmw_cyclonedds,ros2/rmw_cyclonedds,pull_request,172.0,Reset security related RMW error state.,https://github.com/ros2/rmw_cyclonedds/pull/172
ros2,rmw_cyclonedds,ros2/rmw_cyclonedds,pull_request,146.0,security-context -> enclave,https://github.com/ros2/rmw_cyclonedds/pull/146
ros2,rmw_cyclonedds,ros2/rmw_cyclonedds,pull_request,123.0,Enable use of Cyclone DDS security features,https://github.com/ros2/rmw_cyclonedds/pull/123
ros2,rmw_cyclonedds,ros2/rmw_cyclonedds,pull_request,108.0,"Update for building against the ""security"" branch of Cyclone DDS",https://github.com/ros2/rmw_cyclonedds/pull/108
ros2,rmw_cyclonedds,ros2/rmw_cyclonedds,issue,40.0,memory leak? Does this malloc ever get freed?,https://github.com/ros2/rmw_cyclonedds/issues/40
ros2,rmw_cyclonedds,ros2/rmw_cyclonedds,issue,116.0,Memory leak when unloading a component offering a service under Cyclone DDS,https://github.com/ros2/rmw_cyclonedds/issues/116
ros2,rmw_cyclonedds,ros2/rmw_cyclonedds,issue,219.0,Memory leak about not to call `placement delete` after calling `placement new`,https://github.com/ros2/rmw_cyclonedds/issues/219
ros2,rmw_cyclonedds,ros2/rmw_cyclonedds,issue,314.0,Execute ROS 2 tutorials for Cyclone DDS and rmw_cyclonedds commits provided for Galactic patch release 1,https://github.com/ros2/rmw_cyclonedds/issues/314
ros2,rmw_cyclonedds,ros2/rmw_cyclonedds,issue,388.0,Memory leak when using ROS 2 actions,https://github.com/ros2/rmw_cyclonedds/issues/388
ros2,rmw_cyclonedds,ros2/rmw_cyclonedds,issue,452.0,Memory leak slowly and chunk size increase with multiple nodes,https://github.com/ros2/rmw_cyclonedds/issues/452
ros2,rmw_cyclonedds,ros2/rmw_cyclonedds,issue,471.0,Possible memory leak in Cyclone/Iceoryx subscriber history queue,https://github.com/ros2/rmw_cyclonedds/issues/471
ros2,rmw_cyclonedds,ros2/rmw_cyclonedds,issue,502.0,Memory leak when using multi threaded application,https://github.com/ros2/rmw_cyclonedds/issues/502
ros2,rmw_dds_common,ros2/rmw_dds_common,pull_request,79.0,Remove deprecated security utilities,https://github.com/ros2/rmw_dds_common/pull/79
ros2,rmw_dds_common,ros2/rmw_dds_common,pull_request,77.0,Deprecated security methods,https://github.com/ros2/rmw_dds_common/pull/77
ros2,rmw_dds_common,ros2/rmw_dds_common,pull_request,52.0,Add support for Certificate Revocation List files.,https://github.com/ros2/rmw_dds_common/pull/52
ros2,rmw_dds_common,ros2/rmw_dds_common,pull_request,51.0,Add a common function for security files.,https://github.com/ros2/rmw_dds_common/pull/51
ros2,rmw_dds_common,ros2/rmw_dds_common,pull_request,35.0,Add fault injection macro unit tests (#27),https://github.com/ros2/rmw_dds_common/pull/35
ros2,rmw_dds_common,ros2/rmw_dds_common,pull_request,28.0,Fix potential memory leak,https://github.com/ros2/rmw_dds_common/pull/28
ros2,rmw_dds_common,ros2/rmw_dds_common,pull_request,27.0,Add fault injection macro unit tests,https://github.com/ros2/rmw_dds_common/pull/27
ros2,rmw_dds_common,ros2/rmw_dds_common,pull_request,21.0,QD Security Vulnerability Declaration: REP 2006,https://github.com/ros2/rmw_dds_common/pull/21
ros2,rmw_dds_common,ros2/rmw_dds_common,pull_request,13.0,security-context -> enclave,https://github.com/ros2/rmw_dds_common/pull/13
ros2,rmw_fastrtps,ros2/rmw_fastrtps,pull_request,565.0,Add support for PKCS#11 in security files,https://github.com/ros2/rmw_fastrtps/pull/565
ros2,rmw_fastrtps,ros2/rmw_fastrtps,pull_request,453.0,Perform fault injection in all creation/destruction APIs.,https://github.com/ros2/rmw_fastrtps/pull/453
ros2,rmw_fastrtps,ros2/rmw_fastrtps,pull_request,426.0,[foxy] Fix memory leak that wait_set might be not destoryed in some case. (#423),https://github.com/ros2/rmw_fastrtps/pull/426
ros2,rmw_fastrtps,ros2/rmw_fastrtps,pull_request,423.0,Fix memory leak that wait_set might be not destroyed in some case.,https://github.com/ros2/rmw_fastrtps/pull/423
ros2,rmw_fastrtps,ros2/rmw_fastrtps,pull_request,389.0,QD Security Vulnerability Declaration: REP 2006,https://github.com/ros2/rmw_fastrtps/pull/389
ros2,rmw_fastrtps,ros2/rmw_fastrtps,pull_request,362.0,Add basic support for security logging plugin,https://github.com/ros2/rmw_fastrtps/pull/362
ros2,rmw_fastrtps,ros2/rmw_fastrtps,pull_request,361.0,Add support for security logging plugin,https://github.com/ros2/rmw_fastrtps/pull/361
ros2,rmw_fastrtps,ros2/rmw_fastrtps,pull_request,292.0,Patch release 1 backport,https://github.com/ros2/rmw_fastrtps/pull/292
ros2,rmw_fastrtps,ros2/rmw_fastrtps,pull_request,264.0,Fixed race condition between taking sample and updating counter.,https://github.com/ros2/rmw_fastrtps/pull/264
ros2,rmw_fastrtps,ros2/rmw_fastrtps,pull_request,227.0,separating identity and permission CAs,https://github.com/ros2/rmw_fastrtps/pull/227
ros2,rmw_fastrtps,ros2/rmw_fastrtps,pull_request,225.0,Separate loading of Identity and Permission Certificate Authorities,https://github.com/ros2/rmw_fastrtps/pull/225
ros2,rmw_fastrtps,ros2/rmw_fastrtps,pull_request,197.0,Support access control,https://github.com/ros2/rmw_fastrtps/pull/197
ros2,rmw_fastrtps,ros2/rmw_fastrtps,pull_request,172.0,memory leak issue,https://github.com/ros2/rmw_fastrtps/pull/172
ros2,rmw_fastrtps,ros2/rmw_fastrtps,pull_request,124.0,fix memory leak,https://github.com/ros2/rmw_fastrtps/pull/124
ros2,rmw_fastrtps,ros2/rmw_fastrtps,pull_request,103.0,DDS Security support,https://github.com/ros2/rmw_fastrtps/pull/103
ros2,rmw_fastrtps,ros2/rmw_fastrtps,pull_request,23.0,fix memory leak,https://github.com/ros2/rmw_fastrtps/pull/23
ros2,rmw_fastrtps,ros2/rmw_fastrtps,pull_request,22.0,Fix memory leak on Windows,https://github.com/ros2/rmw_fastrtps/pull/22
ros2,rmw_fastrtps,ros2/rmw_fastrtps,issue,107.0,memory leak in topic_name of subscription and publisher (at least),https://github.com/ros2/rmw_fastrtps/issues/107
ros2,rmw_fastrtps,ros2/rmw_fastrtps,issue,555.0,Race condition on shutdown,https://github.com/ros2/rmw_fastrtps/issues/555
ros2,rmw_fastrtps,ros2/rmw_fastrtps,issue,648.0,Cannot execute security in the keys saved in a softhsm user.,https://github.com/ros2/rmw_fastrtps/issues/648
ros2,rmw_fastrtps,ros2/rmw_fastrtps,issue,842.0,Service Response Timeout - Race Condition,https://github.com/ros2/rmw_fastrtps/issues/842
ros2,rmw_gurumdds,ros2/rmw_gurumdds,pull_request,13.0,Apply DDS-Security,https://github.com/ros2/rmw_gurumdds/pull/13
ros2,rmw_implementation,ros2/rmw_implementation,pull_request,144.0,Add fault injection tests to construction/destruction APIs.,https://github.com/ros2/rmw_implementation/pull/144
ros2,rmw_implementation,ros2/rmw_implementation,pull_request,105.0,QD Security Vulnerability Declaration: REP 2006,https://github.com/ros2/rmw_implementation/pull/105
ros2,rmw_implementation,ros2/rmw_implementation,pull_request,91.0,security-context -> enclave,https://github.com/ros2/rmw_implementation/pull/91
ros2,rmw_implementation,ros2/rmw_implementation,pull_request,45.0,Fast-forward bouncy to catch up with master for patch 1 release,https://github.com/ros2/rmw_implementation/pull/45
ros2,rmw_implementation,ros2/rmw_implementation,issue,66.0,Apparent memory leak in get_library,https://github.com/ros2/rmw_implementation/issues/66
ros2,rmw_zenoh,ros2/rmw_zenoh,pull_request,801.0,fix: resolve memory leak when publishing with the default allocator (backport #797),https://github.com/ros2/rmw_zenoh/pull/801
ros2,rmw_zenoh,ros2/rmw_zenoh,pull_request,800.0,fix: resolve memory leak when publishing with the default allocator (backport #797),https://github.com/ros2/rmw_zenoh/pull/800
ros2,rmw_zenoh,ros2/rmw_zenoh,pull_request,799.0,fix: resolve memory leak when publishing with the default allocator (backport #797),https://github.com/ros2/rmw_zenoh/pull/799
ros2,rmw_zenoh,ros2/rmw_zenoh,pull_request,797.0,fix: resolve memory leak when publishing with the default allocator,https://github.com/ros2/rmw_zenoh/pull/797
ros2,rmw_zenoh,ros2/rmw_zenoh,pull_request,480.0,Parse policy.xml and generate access control zenoh config,https://github.com/ros2/rmw_zenoh/pull/480
ros2,rmw_zenoh,ros2/rmw_zenoh,pull_request,421.0,fix: resolve the memory leak in the subcription message (backport #419),https://github.com/ros2/rmw_zenoh/pull/421
ros2,rmw_zenoh,ros2/rmw_zenoh,pull_request,420.0,fix: resolve the memory leak in the subcription message (backport #419),https://github.com/ros2/rmw_zenoh/pull/420
ros2,rmw_zenoh,ros2/rmw_zenoh,pull_request,419.0,fix: resolve the memory leak in the subcription message,https://github.com/ros2/rmw_zenoh/pull/419
ros2,rmw_zenoh,ros2/rmw_zenoh,pull_request,412.0,Config security using enclave ROS argument,https://github.com/ros2/rmw_zenoh/pull/412
ros2,rmw_zenoh,ros2/rmw_zenoh,pull_request,411.0,Added Zenoh security configuration package,https://github.com/ros2/rmw_zenoh/pull/411
ros2,rmw_zenoh,ros2/rmw_zenoh,pull_request,211.0,Fix a race condition in rmw_wait.,https://github.com/ros2/rmw_zenoh/pull/211
ros2,rmw_zenoh,ros2/rmw_zenoh,pull_request,203.0,Fix race condition and improve performance of rmw_wait,https://github.com/ros2/rmw_zenoh/pull/203
ros2,rmw_zenoh,ros2/rmw_zenoh,pull_request,180.0,Add TLS and compression features by default,https://github.com/ros2/rmw_zenoh/pull/180
ros2,rmw_zenoh,ros2/rmw_zenoh,pull_request,160.0,Fix a race condition in rmw_wait.,https://github.com/ros2/rmw_zenoh/pull/160
ros2,rmw_zenoh,ros2/rmw_zenoh,pull_request,142.0,Fix memory leak in `rmw_publisher`,https://github.com/ros2/rmw_zenoh/pull/142
ros2,rmw_zenoh,ros2/rmw_zenoh,pull_request,136.0,Patch cargo toolchain for noble,https://github.com/ros2/rmw_zenoh/pull/136
ros2,rmw_zenoh,ros2/rmw_zenoh,issue,140.0,Memory leak with large pointclouds,https://github.com/ros2/rmw_zenoh/issues/140
ros2,rmw_zenoh,ros2/rmw_zenoh,issue,438.0,Security,https://github.com/ros2/rmw_zenoh/issues/438
ros2,rmw_zenoh,ros2/rmw_zenoh,issue,468.0,Access control not working as expected,https://github.com/ros2/rmw_zenoh/issues/468
ros2,rmw_zenoh,ros2/rmw_zenoh,issue,477.0,Access Control in Single Host Jazzy Setup,https://github.com/ros2/rmw_zenoh/issues/477
ros2,rmw_zenoh,ros2/rmw_zenoh,issue,769.0,Possible memory leak when utilizing shm feature on humble,https://github.com/ros2/rmw_zenoh/issues/769
ros2,rmw_zenoh,ros2/rmw_zenoh,issue,796.0,Memory leak in publishing,https://github.com/ros2/rmw_zenoh/issues/796
ros2,rmw_zenoh,ros2/rmw_zenoh,issue,827.0,"Memory leak when publishing images (jazzy, cpp)",https://github.com/ros2/rmw_zenoh/issues/827
ros2,ros1_bridge,ros2/ros1_bridge,pull_request,137.0,Fast forward bouncy branch to current master for Bouncy patch 2 release,https://github.com/ros2/ros1_bridge/pull/137
ros2,ros2cli,ros2/ros2cli,pull_request,1004.0,"Revert ""jazzy: Backport Patch CVE-2024-42002""",https://github.com/ros2/ros2cli/pull/1004
ros2,ros2cli,ros2/ros2cli,pull_request,1001.0,Patch CVE-2024-42002,https://github.com/ros2/ros2cli/pull/1001
ros2,ros2cli,ros2/ros2cli,pull_request,1000.0,"Revert ""Patch CVE-2024-42002""",https://github.com/ros2/ros2cli/pull/1000
ros2,ros2cli,ros2/ros2cli,pull_request,998.0,jazzy: Backport Patch CVE-2024-42002,https://github.com/ros2/ros2cli/pull/998
ros2,ros2cli,ros2/ros2cli,pull_request,361.0,Dashing backports patch 4,https://github.com/ros2/ros2cli/pull/361
ros2,ros2cli,ros2/ros2cli,pull_request,138.0,Fast forward Bouncy branch to current master for Bouncy patch 2 release,https://github.com/ros2/ros2cli/pull/138
ros2,ros2cli,ros2/ros2cli,issue,91.0,[ros2 security] Docs: Valid keystore directory?,https://github.com/ros2/ros2cli/issues/91
ros2,ros2cli,ros2/ros2cli,issue,911.0,Trivial patch to fix misprint of action server,https://github.com/ros2/ros2cli/issues/911
ros2,ros2_tracing,ros2/ros2_tracing,pull_request,47.0,"Revert ""Fix memory leak in tracetools::get_symbol()""",https://github.com/ros2/ros2_tracing/pull/47
ros2,ros2_tracing,ros2/ros2_tracing,pull_request,43.0,Fix memory leak in tracetools::get_symbol(),https://github.com/ros2/ros2_tracing/pull/43
ros2,ros2_tracing,ros2/ros2_tracing,issue,34.0,Memory leak with tracetools::get_symbol(),https://github.com/ros2/ros2_tracing/issues/34
ros2,rosbag2,ros2/rosbag2,pull_request,2297.0,[jazzy] Fix for vulnerable string concatenation with parameterized SQL queries. (backport #2290),https://github.com/ros2/rosbag2/pull/2297
ros2,rosbag2,ros2/rosbag2,pull_request,2296.0,[kilted] Fix for vulnerable string concatenation with parameterized SQL queries. (backport #2290),https://github.com/ros2/rosbag2/pull/2296
ros2,rosbag2,ros2/rosbag2,pull_request,2290.0,Fix for vulnerable string concatenation with parameterized SQL queries.,https://github.com/ros2/rosbag2/pull/2290
ros2,rosbag2,ros2/rosbag2,pull_request,2261.0,fix potential memory leak on make_empty_serialized_message(). (backport #2253),https://github.com/ros2/rosbag2/pull/2261
ros2,rosbag2,ros2/rosbag2,pull_request,2260.0,fix potential memory leak on make_empty_serialized_message(). (backport #2253),https://github.com/ros2/rosbag2/pull/2260
ros2,rosbag2,ros2/rosbag2,pull_request,2259.0,fix potential memory leak on make_empty_serialized_message(). (backport #2253),https://github.com/ros2/rosbag2/pull/2259
ros2,rosbag2,ros2/rosbag2,pull_request,2253.0,fix potential memory leak on make_empty_serialized_message().,https://github.com/ros2/rosbag2/pull/2253
